sample_id,repository_url,category,description,notes
584,https://github.com/facebookresearch/detectron2,Category 1: From Scratch,Detectron2,Object detection
585,https://github.com/ultralytics/yolov5,Category 1: From Scratch,YOLOv5,Object detection
586,https://github.com/ultralytics/ultralytics,Category 1: From Scratch,Ultralytics,YOLO framework
587,https://github.com/WongKinYiu/yolov7,Category 1: From Scratch,YOLOv7,State-of-art detector
588,https://github.com/meituan/YOLOv6,Category 1: From Scratch,YOLOv6,Industrial detector
589,https://github.com/Megvii-BaseDetection/YOLOX,Category 1: From Scratch,YOLOX,Anchor-free detector
590,https://github.com/ifzhang/ByteTrack,Category 1: From Scratch,ByteTrack,Multi-object tracking
591,https://github.com/PaddlePaddle/PaddleClas,Category 1: From Scratch,PaddleClas,Image classification
592,https://github.com/facebookresearch/vissl,Category 1: From Scratch,VISSL,Self-supervised
593,https://github.com/facebookresearch/SlowFast,Category 1: From Scratch,SlowFast,Video understanding
594,https://github.com/facebookresearch/pytorchvideo,Category 1: From Scratch,PyTorchVideo,Video understanding
595,https://github.com/SwinTransformer/Swin-Transformer-Semantic-Segmentation,Category 1: From Scratch,Swin Seg,Semantic segmentation
596,https://github.com/NVlabs/SegFormer,Category 1: From Scratch,SegFormer,Segmentation transformer
597,https://github.com/zhangzjn/OCR-Survey,Category 2: Domain Specific,OCR Survey,OCR overview
598,https://github.com/tesseract-ocr/tesseract,Category 2: Domain Specific,Tesseract,OCR engine
599,https://github.com/madmaze/pytesseract,Category 2: Domain Specific,pytesseract,Python Tesseract
600,https://github.com/PaddlePaddle/PaddleHub,Category 1: From Scratch,PaddleHub,Pre-trained models
601,https://github.com/speechbrain/speechbrain,Category 1: From Scratch,SpeechBrain,Speech toolkit
602,https://github.com/espnet/espnet,Category 1: From Scratch,ESPnet,Speech processing
603,https://github.com/NVIDIA/NeMo,Category 1: From Scratch,NeMo,Neural models
604,https://github.com/mozilla/DeepSpeech,Category 1: From Scratch,DeepSpeech,Speech-to-text
605,https://github.com/kaldi-asr/kaldi,Category 1: From Scratch,Kaldi,Speech recognition
606,https://github.com/alphacep/vosk-api,Category 1: From Scratch,Vosk,Offline speech
607,https://github.com/snakers4/silero-models,Category 1: From Scratch,Silero,Speech models
608,https://github.com/lhotse-speech/lhotse,Category 1: From Scratch,Lhotse,Speech data
609,https://github.com/wenet-e2e/wenet,Category 1: From Scratch,WeNet,Production ASR
610,https://github.com/k2-fsa/icefall,Category 1: From Scratch,Icefall,Speech recipes
611,https://github.com/k2-fsa/k2,Category 1: From Scratch,k2,FSA operations
612,https://github.com/asteroid-team/asteroid,Category 1: From Scratch,Asteroid,Audio source separation
613,https://github.com/deezer/spleeter,Category 1: From Scratch,Spleeter,Source separation
614,https://github.com/facebookresearch/demucs,Category 1: From Scratch,Demucs,Music separation
615,https://github.com/yl4579/StyleTTS2,Category 1: From Scratch,StyleTTS2,Text-to-speech
616,https://github.com/neonbjb/tortoise-tts,Category 1: From Scratch,Tortoise TTS,Multi-voice TTS
617,https://github.com/rhasspy/piper,Category 1: From Scratch,Piper,Fast local TTS
618,https://github.com/MycroftAI/mimic3,Category 1: From Scratch,Mimic 3,Neural TTS
619,https://github.com/mozilla/TTS,Category 1: From Scratch,Mozilla TTS,Deep learning TTS
620,https://github.com/Edresson/Coqui-TTS,Category 1: From Scratch,Coqui TTS,TTS library
621,https://github.com/riffusion/riffusion,Category 1: From Scratch,Riffusion,Music generation
622,https://github.com/Harmonai-org/sample-generator,Category 1: From Scratch,Sample Generator,Audio generation
623,https://github.com/archinetai/audio-diffusion-pytorch,Category 1: From Scratch,Audio Diffusion,Audio diffusion
624,https://github.com/lucidrains/audiolm-pytorch,Category 1: From Scratch,AudioLM,AudioLM implementation
625,https://github.com/lucidrains/musiclm-pytorch,Category 1: From Scratch,MusicLM,MusicLM implementation
626,https://github.com/lucidrains/soundstorm-pytorch,Category 1: From Scratch,SoundStorm,SoundStorm implementation
627,https://github.com/spotify/pedalboard,Category 2: Domain Specific,Pedalboard,Audio effects
628,https://github.com/librosa/librosa,Category 2: Domain Specific,Librosa,Audio analysis
629,https://github.com/jiaaro/pydub,Category 2: Domain Specific,PyDub,Audio manipulation
630,https://github.com/tyiannak/pyAudioAnalysis,Category 2: Domain Specific,pyAudioAnalysis,Audio feature extraction
631,https://github.com/aubio/aubio,Category 2: Domain Specific,Aubio,Audio analysis
632,https://github.com/magenta/magenta,Category 1: From Scratch,Magenta,Music and art ML
633,https://github.com/magenta/note-seq,Category 1: From Scratch,Note-Seq,Music sequences
634,https://github.com/craffel/pretty-midi,Category 2: Domain Specific,pretty_midi,MIDI utilities
635,https://github.com/mido/mido,Category 2: Domain Specific,Mido,MIDI library
636,https://github.com/vishnubob/python-midi,Category 2: Domain Specific,python-midi,MIDI manipulation
637,https://github.com/MTG/essentia,Category 2: Domain Specific,Essentia,Audio analysis
638,https://github.com/CPJKU/madmom,Category 2: Domain Specific,madmom,Music analysis
639,https://github.com/coqui-ai/Trainer,Category 1: From Scratch,Coqui Trainer,Training toolkit
640,https://github.com/mixxxdj/mixxx,Category 6: Visualization and Games,Mixxx,DJ software
641,https://github.com/sonic-pi-net/sonic-pi,Category 6: Visualization and Games,Sonic Pi,Live coding music
642,https://github.com/supercollider/supercollider,Category 6: Visualization and Games,SuperCollider,Audio synthesis
643,https://github.com/opencv/opencv-python,Category 2: Domain Specific,OpenCV Python,Computer vision
644,https://github.com/opencv/opencv,Category 2: Domain Specific,OpenCV,Computer vision
645,https://github.com/scikit-image/scikit-image,Category 2: Domain Specific,scikit-image,Image processing
646,https://github.com/python-pillow/Pillow,Category 2: Domain Specific,Pillow,Image library
647,https://github.com/imageio/imageio,Category 2: Domain Specific,imageio,Image I/O
648,https://github.com/luispedro/mahotas,Category 2: Domain Specific,Mahotas,Computer vision
649,https://github.com/emcconville/wand,Category 2: Domain Specific,Wand,ImageMagick binding
650,https://github.com/facebookresearch/nougat,Category 1: From Scratch,Nougat,Document understanding
651,https://github.com/microsoft/unilm/tree/master/kosmos-2,Category 1: From Scratch,Kosmos-2,Multimodal LLM
652,https://github.com/microsoft/Bringing-Old-Photos-Back-to-Life,Category 1: From Scratch,Old Photo Restoration,Photo restoration
653,https://github.com/microsoft/Cream,Category 1: From Scratch,Cream,Vision models
654,https://github.com/microsoft/Oscar,Category 1: From Scratch,Oscar,Vision-language
655,https://github.com/microsoft/LayoutLM,Category 1: From Scratch,LayoutLM,Document understanding
656,https://github.com/microsoft/LayoutLMv3,Category 1: From Scratch,LayoutLMv3,Document AI
657,https://github.com/microsoft/table-transformer,Category 1: From Scratch,Table Transformer,Table extraction
658,https://github.com/NielsRogge/Transformers-Tutorials,Category 7: Educational,Transformers Tutorials,HF tutorials
659,https://github.com/philschmid/deep-learning-pytorch-huggingface,Category 7: Educational,DL HuggingFace,PyTorch HF tutorials
660,https://github.com/dair-ai/ML-YouTube-Courses,Category 7: Educational,ML YouTube Courses,Video courses
661,https://github.com/dair-ai/ML-Papers-of-the-Week,Category 7: Educational,ML Papers Weekly,Paper summaries
662,https://github.com/dair-ai/Prompt-Engineering-Guide,Category 7: Educational,Prompt Engineering,Prompting guide
663,https://github.com/rasbt/machine-learning-book,Category 7: Educational,ML Book,Raschka's book
664,https://github.com/rasbt/LLMs-from-scratch,Category 7: Educational,LLMs from Scratch,Building LLMs
665,https://github.com/mlabonne/llm-course,Category 7: Educational,LLM Course,LLM learning
666,https://github.com/karpathy/LLM101n,Category 7: Educational,LLM101n,Story LLMs
667,https://github.com/microsoft/generative-ai-for-beginners,Category 7: Educational,GenAI Beginners,Microsoft course
668,https://github.com/openai/openai-cookbook,Category 7: Educational,OpenAI Cookbook,OpenAI examples
669,https://github.com/anthropics/anthropic-cookbook,Category 7: Educational,Anthropic Cookbook,Claude examples
670,https://github.com/GoogleCloudPlatform/generative-ai,Category 7: Educational,GCP GenAI,Google AI samples
671,https://github.com/aws-samples/amazon-bedrock-workshop,Category 7: Educational,Bedrock Workshop,AWS AI workshop
672,https://github.com/udacity/deep-learning-v2-pytorch,Category 7: Educational,Udacity DL,Course materials
673,https://github.com/DataTalksClub/mlops-zoomcamp,Category 7: Educational,MLOps Zoomcamp,MLOps course
674,https://github.com/DataTalksClub/data-engineering-zoomcamp,Category 7: Educational,DE Zoomcamp,Data engineering
675,https://github.com/DataTalksClub/machine-learning-zoomcamp,Category 7: Educational,ML Zoomcamp,ML course
676,https://github.com/madewithml/madewithml,Category 7: Educational,Made With ML,MLOps course
677,https://github.com/GokuMohandas/Made-With-ML,Category 7: Educational,Made With ML,Applied ML
678,https://github.com/mrdbourke/tensorflow-deep-learning,Category 7: Educational,TF Deep Learning,TensorFlow course
679,https://github.com/mrdbourke/pytorch-deep-learning,Category 7: Educational,PyTorch DL,PyTorch course
680,https://github.com/huggingface/course,Category 7: Educational,HF Course,Transformers course
681,https://github.com/huggingface/deep-rl-class,Category 7: Educational,Deep RL Class,RL course
682,https://github.com/huggingface/diffusion-models-class,Category 7: Educational,Diffusion Class,Diffusion course
683,https://github.com/huggingface/nlp-course,Category 7: Educational,NLP Course,NLP tutorials
684,https://github.com/facebookresearch/llama-recipes,Category 7: Educational,LLaMA Recipes,Fine-tuning guide
685,https://github.com/ray-project/llm-applications,Category 7: Educational,LLM Applications,Ray LLM examples
686,https://github.com/pinecone-io/examples,Category 7: Educational,Pinecone Examples,Vector DB examples
687,https://github.com/weaviate/recipes,Category 7: Educational,Weaviate Recipes,Vector search
688,https://github.com/qdrant/examples,Category 7: Educational,Qdrant Examples,Vector examples
689,https://github.com/milvus-io/bootcamp,Category 7: Educational,Milvus Bootcamp,Vector DB tutorials
690,https://github.com/practical-tutorials/project-based-learning,Category 7: Educational,Project Learning,Learning projects
691,https://github.com/codecrafters-io/build-your-own-x,Category 7: Educational,Build Your Own X,Build tutorials
692,https://github.com/ossu/computer-science,Category 7: Educational,OSSU CS,CS curriculum
693,https://github.com/kamranahmedse/developer-roadmap,Category 7: Educational,Dev Roadmap,Learning roadmaps
694,https://github.com/public-apis/public-apis,Category 7: Educational,Public APIs,API collection
695,https://github.com/EbookFoundation/free-programming-books,Category 7: Educational,Free Books,Free resources
696,https://github.com/trimstray/the-book-of-secret-knowledge,Category 7: Educational,Secret Knowledge,Awesome lists
697,https://github.com/sindresorhus/awesome,Category 7: Educational,Awesome Lists,Curated lists
698,https://github.com/vinta/awesome-python,Category 7: Educational,Awesome Python,Python resources
699,https://github.com/josephmisiti/awesome-machine-learning,Category 7: Educational,Awesome ML,ML resources
700,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,Category 7: Educational,ML Tutorials,Tutorial collection
701,https://github.com/Avik-Jain/100-Days-Of-ML-Code,Category 7: Educational,100 Days of ML,ML journey
702,https://github.com/llSourcell/Learn_Machine_Learning_in_3_Months,Category 7: Educational,Learn ML 3 Months,ML roadmap
703,https://github.com/ZuzooVn/machine-learning-for-software-engineers,Category 7: Educational,ML for SWEs,ML guide
704,https://github.com/chris-chris/ml-engineering,Category 7: Educational,ML Engineering,ML eng guide
705,https://github.com/stas00/ml-engineering,Category 7: Educational,ML Engineering,LLM engineering
706,https://github.com/mli/paper-reading,Category 7: Educational,Paper Reading,Paper summaries
707,https://github.com/labmlai/papers,Category 7: Educational,Paper Implementations,Paper code
708,https://github.com/eugeneyan/applied-ml,Category 7: Educational,Applied ML,ML in production
709,https://github.com/chiphuyen/ml-systems-design,Category 7: Educational,ML Systems Design,System design
710,https://github.com/chiphuyen/machine-learning-systems-design,Category 7: Educational,ML System Design,ML systems
711,https://github.com/chiphuyen/dmls-book,Category 7: Educational,DMLS Book,ML systems book
712,https://github.com/khuyentran1401/Data-science,Category 7: Educational,Data Science Tips,DS tips
713,https://github.com/khuyentran1401/Efficient_Python_tricks_and_tools_for_data_scientists,Category 7: Educational,Efficient Python,Python tips
714,https://github.com/lexfridman/mit-deep-learning,Category 7: Educational,MIT Deep Learning,MIT course
715,https://github.com/yandexdataschool/Practical_RL,Category 7: Educational,Practical RL,RL course
716,https://github.com/yandexdataschool/nlp_course,Category 7: Educational,NLP Course,NLP course
717,https://github.com/bentrevett/pytorch-sentiment-analysis,Category 7: Educational,Sentiment Analysis,NLP tutorials
718,https://github.com/bentrevett/pytorch-seq2seq,Category 7: Educational,Seq2Seq,Sequence models
719,https://github.com/bentrevett/pytorch-image-classification,Category 7: Educational,Image Classification,Vision tutorials
720,https://github.com/microsoft/recommenders,Category 2: Domain Specific,Recommenders,Recommendation systems
721,https://github.com/facebookresearch/ReAgent,Category 4: Scientific Computing,ReAgent,Applied RL
722,https://github.com/tensorflow/ranking,Category 2: Domain Specific,TF Ranking,Learning to rank
723,https://github.com/RUCAIBox/RecBole,Category 2: Domain Specific,RecBole,Recommendation framework
724,https://github.com/lenskit/lkpy,Category 2: Domain Specific,LensKit,Recommendation toolkit
725,https://github.com/NicolasHug/Surprise,Category 2: Domain Specific,Surprise,Recommendation library
726,https://github.com/benfred/implicit,Category 2: Domain Specific,Implicit,Implicit feedback
727,https://github.com/lyst/lightfm,Category 2: Domain Specific,LightFM,Recommendation
728,https://github.com/tensorflow/agents,Category 4: Scientific Computing,TF Agents,RL library
729,https://github.com/keras-rl/keras-rl,Category 4: Scientific Computing,Keras RL,Deep RL
730,https://github.com/hill-a/stable-baselines,Category 4: Scientific Computing,Stable Baselines,RL implementations
731,https://github.com/rlworkgroup/garage,Category 4: Scientific Computing,Garage,RL toolkit
732,https://github.com/tensorlayer/tensorlayer,Category 4: Scientific Computing,TensorLayer,Deep learning library
733,https://github.com/tensorflow/graphics,Category 4: Scientific Computing,TF Graphics,Differentiable graphics
734,https://github.com/google/mediapipe,Category 2: Domain Specific,MediaPipe,ML solutions
735,https://github.com/tensorflow/tflite-micro,Category 2: Domain Specific,TFLite Micro,Embedded ML
736,https://github.com/onnx/onnx,Category 1: From Scratch,ONNX,Model format
737,https://github.com/onnx/onnxruntime,Category 1: From Scratch,ONNX Runtime,Inference engine
738,https://github.com/microsoft/onnxruntime,Category 1: From Scratch,ONNX Runtime,Cross-platform ML
739,https://github.com/NVIDIA/TensorRT,Category 1: From Scratch,TensorRT,Inference optimizer
740,https://github.com/openvinotoolkit/openvino,Category 1: From Scratch,OpenVINO,Intel inference
741,https://github.com/apache/tvm,Category 1: From Scratch,TVM,ML compiler
742,https://github.com/triton-inference-server/server,Category 1: From Scratch,Triton Server,Inference server
743,https://github.com/alibaba/MNN,Category 1: From Scratch,MNN,Mobile inference
744,https://github.com/Tencent/ncnn,Category 1: From Scratch,ncnn,Mobile inference
745,https://github.com/apache/incubator-mxnet,Category 1: From Scratch,MXNet,Deep learning
746,https://github.com/dmlc/gluon-cv,Category 1: From Scratch,GluonCV,Computer vision
747,https://github.com/dmlc/gluon-nlp,Category 1: From Scratch,GluonNLP,NLP toolkit
748,https://github.com/dmlc/dgl,Category 1: From Scratch,DGL,Graph neural networks
749,https://github.com/pyg-team/pytorch_geometric,Category 1: From Scratch,PyG,Geometric deep learning
750,https://github.com/rusty1s/pytorch_geometric,Category 1: From Scratch,PyTorch Geometric,Graph neural networks
751,https://github.com/snap-stanford/ogb,Category 4: Scientific Computing,OGB,Graph benchmarks
752,https://github.com/stellargraph/stellargraph,Category 1: From Scratch,StellarGraph,Graph ML
753,https://github.com/PaddlePaddle/PGL,Category 1: From Scratch,PGL,Graph learning
754,https://github.com/alibaba/graph-learn,Category 1: From Scratch,GraphLearn,Graph learning
755,https://github.com/awslabs/graph-notebook,Category 7: Educational,Graph Notebook,Graph tutorials
756,https://github.com/neo4j/neo4j-python-driver,Category 2: Domain Specific,Neo4j Python,Graph database
757,https://github.com/py2neo-org/py2neo,Category 2: Domain Specific,py2neo,Neo4j library
758,https://github.com/dpkp/kafka-python,Category 2: Domain Specific,kafka-python,Kafka client
759,https://github.com/confluentinc/confluent-kafka-python,Category 2: Domain Specific,Confluent Kafka,Kafka client
760,https://github.com/robinhood/faust,Category 2: Domain Specific,Faust,Stream processing
761,https://github.com/bytewax/bytewax,Category 2: Domain Specific,Bytewax,Stream processing
762,https://github.com/apache/beam,Category 2: Domain Specific,Apache Beam,Unified processing
763,https://github.com/apache/spark,Category 2: Domain Specific,Apache Spark,Big data processing
764,https://github.com/apache/flink,Category 2: Domain Specific,Apache Flink,Stream processing
765,https://github.com/palantir/pyspark-style-guide,Category 7: Educational,PySpark Guide,PySpark style
766,https://github.com/databricks/koalas,Category 4: Scientific Computing,Koalas,Pandas on Spark
767,https://github.com/fugue-project/fugue,Category 4: Scientific Computing,Fugue,Unified interface
768,https://github.com/ibis-project/ibis,Category 4: Scientific Computing,Ibis,DataFrame API
769,https://github.com/duckdb/duckdb,Category 4: Scientific Computing,DuckDB,Analytical database
770,https://github.com/apache/arrow,Category 4: Scientific Computing,Apache Arrow,Columnar memory
771,https://github.com/aymericdamien/TensorFlow-Examples,Category 7: Educational,TF Examples,TensorFlow tutorials
772,https://github.com/jtoy/awesome-tensorflow,Category 7: Educational,Awesome TensorFlow,TF resources
773,https://github.com/bharathgs/Awesome-pytorch-list,Category 7: Educational,Awesome PyTorch,PyTorch resources
774,https://github.com/ritchieng/the-incredible-pytorch,Category 7: Educational,Incredible PyTorch,PyTorch tutorials
775,https://github.com/vahidk/EffectiveTensorflow,Category 7: Educational,Effective TensorFlow,TF best practices
776,https://github.com/aladdinpersson/Machine-Learning-Collection,Category 7: Educational,ML Collection,PyTorch tutorials
777,https://github.com/jcjohnson/pytorch-examples,Category 7: Educational,PyTorch Examples,Learning PyTorch
778,https://github.com/yunjey/pytorch-tutorial,Category 7: Educational,PyTorch Tutorial,Beginner tutorials
779,https://github.com/L1aoXingyu/pytorch-beginner,Category 7: Educational,PyTorch Beginner,Chinese tutorials
780,https://github.com/MorvanZhou/PyTorch-Tutorial,Category 7: Educational,Morvan PyTorch,Video tutorials
781,https://github.com/MorvanZhou/Tensorflow-Tutorial,Category 7: Educational,Morvan TensorFlow,TF tutorials
782,https://github.com/lyhue1991/eat_tensorflow2_in_30_days,Category 7: Educational,TF2 in 30 Days,Chinese course
783,https://github.com/lyhue1991/eat_pytorch_in_20_days,Category 7: Educational,PyTorch 20 Days,Chinese course
784,https://github.com/dsgiitr/d2l-pytorch,Category 7: Educational,D2L PyTorch,D2L in PyTorch
785,https://github.com/ShusenTang/Dive-into-DL-PyTorch,Category 7: Educational,D2L PyTorch,Chinese D2L
786,https://github.com/zergtant/pytorch-handbook,Category 7: Educational,PyTorch Handbook,Chinese handbook
787,https://github.com/chenyuntc/pytorch-book,Category 7: Educational,PyTorch Book,Chinese book
788,https://github.com/INTERMT/Awesome-PyTorch-Chinese,Category 7: Educational,Awesome PyTorch CN,Chinese resources
789,https://github.com/nndl/nndl-codes,Category 7: Educational,NNDL Codes,Neural networks book
790,https://github.com/nndl/nndl.github.io,Category 7: Educational,NNDL Book,DL textbook
791,https://github.com/dragen1860/Deep-Learning-with-TensorFlow-book,Category 7: Educational,DL with TF,Chinese book
792,https://github.com/dragen1860/TensorFlow-2.x-Tutorials,Category 7: Educational,TF2 Tutorials,Chinese tutorials
793,https://github.com/PaddlePaddle/book,Category 7: Educational,PaddlePaddle Book,DL book
794,https://github.com/apachecn/sklearn-doc-zh,Category 7: Educational,Sklearn Chinese,Chinese docs
795,https://github.com/apachecn/pytorch-doc-zh,Category 7: Educational,PyTorch Chinese,Chinese docs
796,https://github.com/apachecn/tensorflow-doc-zh,Category 7: Educational,TF Chinese,Chinese docs
797,https://github.com/Mikoto10032/DeepLearning,Category 7: Educational,Deep Learning Notes,Chinese notes
798,https://github.com/scutan90/DeepLearning-500-questions,Category 7: Educational,DL 500 Questions,Chinese QA
799,https://github.com/exacity/deeplearningbook-chinese,Category 7: Educational,Deep Learning Book CN,Chinese translation
800,https://github.com/fluentpython/example-code-2e,Category 7: Educational,Fluent Python,Book code
801,https://github.com/cosmicpython/book,Category 7: Educational,Architecture Patterns,Python patterns
802,https://github.com/PacktPublishing/Hands-On-Machine-Learning-with-Scikit-Learn-Keras-and-TensorFlow-2nd-Edition,Category 7: Educational,Hands-On ML,Book code
803,https://github.com/PacktPublishing/Python-Deep-Learning-Second-Edition,Category 7: Educational,Python DL,Book code
804,https://github.com/PacktPublishing/Python-Machine-Learning-Second-Edition,Category 7: Educational,Python ML,Book code
805,https://github.com/oreilly-mlops/news-model-example,Category 7: Educational,MLOps News Model,MLOps example
806,https://github.com/alirezadir/Production-Level-Deep-Learning,Category 7: Educational,Production DL,Production guide
807,https://github.com/anyscale/ray-summit-2023-training,Category 7: Educational,Ray Summit Training,Ray tutorials
808,https://github.com/GoogleCloudPlatform/mlops-with-vertex-ai,Category 7: Educational,Vertex AI MLOps,GCP tutorials
809,https://github.com/GoogleCloudPlatform/python-docs-samples,Category 7: Educational,GCP Python Samples,GCP examples
810,https://github.com/aws-samples/aws-machine-learning-university-accelerated-nlp,Category 7: Educational,AWS NLP Course,AWS ML
811,https://github.com/aws-samples/aws-machine-learning-university-accelerated-cv,Category 7: Educational,AWS CV Course,AWS ML
812,https://github.com/Azure/azureml-examples,Category 7: Educational,AzureML Examples,Azure tutorials
813,https://github.com/Azure/MachineLearningNotebooks,Category 7: Educational,AzureML Notebooks,Azure ML
814,https://github.com/microsoft/machine-learning-api-examples,Category 7: Educational,MS ML Examples,ML API examples
815,https://github.com/microsoft/ML-For-Beginners,Category 7: Educational,ML for Beginners,Microsoft course
816,https://github.com/microsoft/AI-For-Beginners,Category 7: Educational,AI for Beginners,Microsoft course
817,https://github.com/microsoft/Data-Science-For-Beginners,Category 7: Educational,DS for Beginners,Microsoft course
818,https://github.com/microsoft/Web-Dev-For-Beginners,Category 7: Educational,Web for Beginners,Microsoft course
819,https://github.com/freeCodeCamp/freeCodeCamp,Category 7: Educational,freeCodeCamp,Learning platform
820,https://github.com/tuvtran/project-based-learning,Category 7: Educational,Project Learning,Learning projects
821,https://github.com/practical-tutorials/project-based-tutorials-in-c,Category 7: Educational,C Tutorials,C projects
822,https://github.com/danistefanovic/build-your-own-x,Category 7: Educational,Build Your Own,From scratch projects
823,https://github.com/ryanmcdermott/clean-code-python,Category 7: Educational,Clean Code Python,Code quality
824,https://github.com/zedr/clean-code-python,Category 7: Educational,Clean Code Python,Clean code principles
825,https://github.com/wdxtub/clean-code-python,Category 7: Educational,Clean Code Python,Chinese version
826,https://github.com/satwikkansal/wtfpython,Category 7: Educational,WTF Python,Python quirks
827,https://github.com/gto76/python-cheatsheet,Category 7: Educational,Python Cheatsheet,Quick reference
828,https://github.com/crazyguitar/pysheeet,Category 7: Educational,Python Cheatsheet,Code snippets
829,https://github.com/charlax/python-education,Category 7: Educational,Python Education,Learning resources
830,https://github.com/dabeaz-course/practical-python,Category 7: Educational,Practical Python,Course materials
831,https://github.com/dabeaz-course/python-mastery,Category 7: Educational,Python Mastery,Advanced Python
832,https://github.com/dabeaz/python-cookbook,Category 7: Educational,Python Cookbook,Code recipes
833,https://github.com/jackfrued/Python-100-Days,Category 7: Educational,Python 100 Days,Chinese course
834,https://github.com/walter201230/Python,Category 7: Educational,Python Basics,Chinese course
835,https://github.com/TwoWater/Python,Category 7: Educational,Grass Python,Chinese course
836,https://github.com/wistbean/learn_python3_spider,Category 7: Educational,Python Spider,Web scraping
837,https://github.com/Kr1s77/awesome-python-login-model,Category 7: Educational,Login Models,Web scraping
838,https://github.com/Jrohy/python3-crawler,Category 7: Educational,Python Crawler,Chinese scraping
839,https://github.com/lawlite19/MachineLearning_Python,Category 7: Educational,ML Python,Chinese ML
840,https://github.com/lijin-THU/notes-python,Category 7: Educational,Python Notes,Chinese notes
841,https://github.com/shimohq/chinese-programmer-wrong-pronunciation,Category 7: Educational,Pronunciation,Tech pronunciation
842,https://github.com/byoungd/English-level-up-tips,Category 7: Educational,English Tips,English learning
843,https://github.com/justjavac/free-programming-books-zh_CN,Category 7: Educational,Free Books CN,Chinese resources
844,https://github.com/halfrost/LeetCode-Go,Category 3: Algorithms,LeetCode Go,Algorithm solutions
845,https://github.com/azl397985856/leetcode,Category 3: Algorithms,LeetCode,Chinese solutions
846,https://github.com/labuladong/fucking-algorithm,Category 3: Algorithms,Fucking Algorithm,Chinese algorithms
847,https://github.com/youngyangyang04/leetcode-master,Category 3: Algorithms,LeetCode Master,Chinese course
848,https://github.com/greyireland/algorithm-pattern,Category 3: Algorithms,Algorithm Pattern,Chinese patterns
849,https://github.com/MisterBooo/LeetCodeAnimation,Category 3: Algorithms,LeetCode Animation,Animated solutions
850,https://github.com/doocs/leetcode,Category 3: Algorithms,Doocs LeetCode,Multi-language
851,https://github.com/grandyang/leetcode,Category 3: Algorithms,LeetCode Solutions,C++ solutions
852,https://github.com/pezy/LeetCode,Category 3: Algorithms,LeetCode C++,C++ solutions
853,https://github.com/haoel/leetcode,Category 3: Algorithms,LeetCode,C++ solutions
854,https://github.com/fishercoder1534/Leetcode,Category 3: Algorithms,LeetCode Java,Java solutions
855,https://github.com/wind-liang/leetcode,Category 3: Algorithms,LeetCode Chinese,Chinese explanations
856,https://github.com/neetcode-gh/leetcode,Category 3: Algorithms,NeetCode,Video solutions
857,https://github.com/wisdompeak/LeetCode,Category 3: Algorithms,LeetCode,Hard problems
858,https://github.com/mission-peace/interview,Category 3: Algorithms,Interview,Interview prep
859,https://github.com/yangshun/tech-interview-handbook,Category 3: Algorithms,Tech Interview,Interview guide
860,https://github.com/jwasham/coding-interview-university,Category 3: Algorithms,Coding Interview,Interview prep
861,https://github.com/Grokking/interview-cheatsheet,Category 3: Algorithms,Interview Cheatsheet,Quick reference
862,https://github.com/TSiege/Tech-Interview-Cheat-Sheet,Category 3: Algorithms,Tech Interview,Interview tips
863,https://github.com/MaximAbramchuck/awesome-interview-questions,Category 3: Algorithms,Interview Questions,Question collection
864,https://github.com/donnemartin/system-design-primer,Category 3: Algorithms,System Design,System design
865,https://github.com/checkcheckzz/system-design-interview,Category 3: Algorithms,System Design Interview,Interview prep
866,https://github.com/karanpratapsingh/system-design,Category 3: Algorithms,System Design,System design course
867,https://github.com/madd86/awesome-system-design,Category 3: Algorithms,Awesome System Design,System design resources
868,https://github.com/binhnguyennus/awesome-scalability,Category 3: Algorithms,Awesome Scalability,Scalability patterns
869,https://github.com/kilimchoi/engineering-blogs,Category 3: Algorithms,Engineering Blogs,Tech blogs
870,https://github.com/mtdvio/every-programmer-should-know,Category 3: Algorithms,Every Programmer,Dev knowledge
871,https://github.com/bregman-arie/devops-exercises,Category 2: Domain Specific,DevOps Exercises,DevOps practice
872,https://github.com/bregman-arie/devops-resources,Category 2: Domain Specific,DevOps Resources,DevOps links
873,https://github.com/MichaelCade/90DaysOfDevOps,Category 2: Domain Specific,90 Days DevOps,DevOps journey
874,https://github.com/kamranahmedse/devops-roadmap,Category 2: Domain Specific,DevOps Roadmap,Learning path
875,https://github.com/veggiemonk/awesome-docker,Category 2: Domain Specific,Awesome Docker,Docker resources
876,https://github.com/wsargent/docker-cheat-sheet,Category 2: Domain Specific,Docker Cheatsheet,Docker reference
877,https://github.com/docker/docker-py,Category 2: Domain Specific,docker-py,Docker SDK
878,https://github.com/docker/compose,Category 2: Domain Specific,Docker Compose,Multi-container
879,https://github.com/ramitsurana/awesome-kubernetes,Category 2: Domain Specific,Awesome K8s,K8s resources
880,https://github.com/kubernetes-client/python,Category 2: Domain Specific,K8s Python,K8s client
881,https://github.com/kelseyhightower/kubernetes-the-hard-way,Category 2: Domain Specific,K8s Hard Way,K8s from scratch
882,https://github.com/helm/helm,Category 2: Domain Specific,Helm,K8s package manager
883,https://github.com/argoproj/argo-cd,Category 2: Domain Specific,Argo CD,GitOps
884,https://github.com/argoproj/argo-workflows,Category 2: Domain Specific,Argo Workflows,Workflow engine
885,https://github.com/tektoncd/pipeline,Category 2: Domain Specific,Tekton,CI/CD
